Generation; Avg Fitness; Best Fitness; Cars Successful; Best Lap Time
1;0,3711203;18,76349;1;23,35571
2;7,464279;19,06467;31;21,07874
3;16,2925;19,0935;69;20,89467
4;16,97462;19,09647;72;20,87603
5;16,08799;19,10048;68;20,85088
