Generation; Avg Fitness; Best Fitness; Cars Successful; Best Lap Time
1;0,1341243;0,282953;0;0
2;0,4207572;17,6605;1;50,53646
3;7,467397;18,99309;33;21,5584
4;15,99571;18,97631;72;21,67578
5;17,15117;18,98369;77;21,62391
6;16,69425;18,98814;75;21,59279
