Generation; Avg Fitness; Best Fitness; Cars Successful; Best Lap Time
1;0,1451153;0,9769341;0;0
2;0,9271617;18,13913;3;31,95087
3;11,8431;18,21023;52;30,51136
4;16,91452;18,21312;75;30,45661
5;15,83916;18,17821;70;31,13726
6;17,35919;18,17615;77;31,17877
