Generation; Avg Fitness; Best Fitness; Cars Successful; Best Lap Time
1;0,1352803;0,5929393;0;0
2;0,2194128;0,5964836;0;0
3;0,3321209;1,000177;0;0
4;0,8944693;19,37755;2;19,31427
5;1,086669;19,37802;2;19,31196
6;5,167773;19,36651;19;19,36878
7;10,06798;19,36498;40;19,37638
8;13,08547;19,37373;53;19,33308
9;17,03011;19,39529;70;19,22762
10;3,731979;19,38652;12;19,27031
11;16,78756;19,38188;69;19,293
12;17,92982;19,3934;74;19,23682
13;17,48943;19,38949;72;19,25585
