Generation; Avg Fitness; Best Fitness; Cars Successful; Best Lap Time
1;0,5055462;19,43618;2;19,03261
2;8,401001;19,42984;45;19,06244
3;14,69091;19,42615;80;19,07987
4;15,05924;19,42045;82;19,10687
5;15,60584;19,40845;85;19,16416
