Generation; Avg Fitness; Best Fitness; Cars Successful; Best Lap Time
1;0,3361049;18,94851;1;21,87459
2;6,589484;18,96539;34;21,7532
3;1,530325;18,96703;8;21,74153
4;10,07807;18,98668;53;21,60299
5;13,30323;18,97636;70;21,67544
6;16,497;18,98092;87;21,64334
7;16,32351;18,98758;86;21,59674
8;17,2811;18,97967;91;21,65207
